Date,Currencies Total Value,Coins Total Value,Account Total Value,TRY,USD,BTC,ADA,AE,AERGO,ALGO,APPC,ARK,ARN,AST,ATOM2,BAT,BCH,BCPT,BCV,BKBT,BLZ,BNT,BRD,BTG,BTM,BTS,BTT,BTT2,CELR,CHZ,CND,COTI,CTXC,CVC,DACC,DAG,DASH,DCR,DLT,EDO,ELF,ENG,EOS,ETC,ETH,ETHOS,EVX,FUN,GNT,GO,IOT,JST,KNC,LOKI,LRC,LSK,LTC,LUN,MANA,MHC,MITH,MTC,NEBL,NEW,OGN,OMG,ONION,PERL,PHB,PIVX,PPT,QTUM,R,RDN,REP,RLC,RUFF,RVN,SC,SEELE,SKM,SNT,STORJ,STRAT,SWFTC,TFUEL,THETA,TOMO,TRX,USDT,USE,WAN,WIN,WIN2,WTC,XEM,XMX,XRP,ZEC,ZRX
13.05.2020,0,6.89701172,6.89701172,0,0,6.20516525,0,0.00000292,0.00890413,0.00015425,0.00000144,0.0000097,0.01173653,0.02755454,0.03316401,0.0000068,0.00001952,0.02357324,0,0,0.0000001,0.00001168,0.00000257,0.00004815,-0.0017211,0.00000189,0.0020616,0.00000114,0.01852634,0.02347717,0.00000047,0,0.00000085,0.00000134,0.00724843,0,0.00767977,0.00000002,0.01312582,0.00000318,0.00000171,0,0.02486187,0.02090246,0.05061602,0.00000214,0.04772901,0.01011659,0.01102675,0.04377171,0.02516544,0,0.00001362,0,0.00000141,0.02609396,0.00002868,0.03328225,0.00393334,0.01046618,0.01209444,0,0.00817105,0,0.00000319,0.02103392,0.00012528,0.00000107,0.01549054,0,0.00000012,0.02740153,0.01815767,0.00588388,0.00000104,0.01002622,0,0.02694906,0,0,0,0.00000298,0.00000929,0.01669521,0,0.00000229,0.00000066,0.00002216,0.01020586,0.01070549,0,0,0.00000105,0.00000038,0.01349146,0.00259169,0,0.00001223,0.00000067,0.0091564
10.05.2020,0,6.90203693,6.90203693,0,0,6.19167327,0,0.00000298,0.00882151,0.00016041,0.00000147,0.00001035,0.01099186,0.02829277,0.03479995,0.00000706,0.00002017,0.0239409,0,0,0.0000001,0.00001197,0.00000268,0.00005026,-0.00173725,0.00000195,0.00224102,0.00000101,0.01723572,0.02723132,0.00000038,0,0.00000088,0.00000136,0.0072935,0,0.00798944,0.00000003,0.01381528,0.00000256,0.00000173,0,0.0245752,0.02216122,0.05083312,0.00000223,0.04971391,0.01408193,0.0106842,0.04294368,0.0255153,0,0.00001364,0,0.00000134,0.02610277,0.00002985,0.03414312,0.00398871,0.01060366,0.01239949,0,0.00856951,0,0.00000306,0.02181979,0.00012123,0.00000107,0.01548166,0,0.00000013,0.02823287,0.01855528,0.00579252,0.000001,0.00888836,0,0.02799902,0,0,0,0.00000313,0.00000972,0.01652874,0,0.00000221,0.00000058,0.00002415,0.01029362,0.01136458,0,0,0.00000111,0.00000041,0.01392002,0.00265758,0,0.00001274,0.00000068,0.01109215
11.05.2020,0,6.89985363,6.89985363,0,0,6.19167327,0,0.00000297,0.00877096,0.00015938,0.00000146,0.00001018,0.0109433,0.02841479,0.03390274,0.00000676,0.00002072,0.02389905,0,0,0.0000001,0.00001199,0.00000258,0.00004975,-0.00177853,0.00000193,0.00227879,0.00000103,0.01719733,0.02875268,0.00000042,0,0.00000088,0.00000136,0.00729016,0,0.00786877,0.00000003,0.01355167,0.00000244,0.00000172,0,0.02454603,0.02196417,0.05093514,0.00000222,0.04801585,0.01573384,0.01059048,0.04226184,0.02510313,0,0.00001313,0,0.00000136,0.02556609,0.00002991,0.03382383,0.00404089,0.01094646,0.01254803,0,0.00854244,0,0.00000303,0.02188598,0.00014043,0.00000109,0.01678247,0,0.00000012,0.02792543,0.01868782,0.00583856,0.00000116,0.00876843,0,0.02751503,0,0,0,0.00000343,0.00000972,0.01626545,0,0.00000222,0.00000061,0.000024,0.01028673,0.01159825,0,0,0.00000113,0.0000004,0.01384472,0.0027065,0,0.0000127,0.00000067,0.00984203
18.05.2020,0,6.91213614,6.91213614,0,0,6.15810782,0,0.0000029,0.00856541,0.00015186,0.0000015,0.00001008,0.0120672,0.0284716,0.03240806,0.00000675,0.00001932,0.02434247,0,0,0.0000001,0.00001788,0.00000249,0.00004716,-0.00165872,0.00000184,0.00177545,0.00000109,0.02193741,0.02152402,0.00000045,0,0.00000087,0.00000136,0.00821009,0,0.00753911,0.00000002,0.0146922,0.00000265,0.00000172,0,0.0249863,0.02157806,0.0520561,0.0000022,0.04812985,0.00501817,0.01081682,0.04335427,0.02554811,0,0.00001296,0,0.00000165,0.02483873,0.00002868,0.03946191,0.00393245,0.02423258,0.01196205,0,0.00812092,0,0.00000357,0.02684605,0.00010766,0.00000117,0.01552821,0,0.00000013,0.02768102,0.01789259,0.02551797,0.00000099,0.00863007,0.0202696,0.02537633,0,0,0,0.00000259,0.00000937,0.03145555,-0.00955196,0.0000113,0.00000071,0.00002135,0.00995708,0.01025343,0,-0.00481141,0.000001,0.00000037,0.0127111,0.00254519,0,0.00001188,0.00000072,0.00932854
16.05.2020,0,6.92515808,6.92515808,0,0,6.14784355,0,0.00000289,0.00842978,0.00015476,0.00000151,0.00000968,0.0137366,0.03011455,0.03308813,0.00000679,0.00001912,0.02445438,0,0,0.0000001,0.00001228,0.00000252,0.00004738,-0.00169246,0.00000185,0.00182786,0.00000111,0.02395125,0.0227886,0.00000051,0,0.0000009,0.00000133,0.00572691,0,0.00758034,0.00000002,0.01433472,0.00000277,0.00000176,0,0.0255866,0.02230337,0.05048889,0.00000224,0.04923766,0.00536359,0.01120875,0.04551586,0.02552087,0,0.00001305,0,0.0000015,0.0248679,0.00002842,0.03603126,0.00392429,0.0238443,0.01252964,0,0.00834448,0,0.0000031,0.02554005,0.00011308,0.00000118,0.01676825,0,0.00000013,0.02803969,0.01802513,0.0252213,0.00000101,0.00921542,0.02107547,0.02625873,0,0,0,0.00000268,0.00000985,0.04112318,-0.01013476,0.00001242,0.0000007,0.00002247,0.01007025,0.01063094,0,0,0.00000104,0.00000037,0.01325465,0.00262115,0,0.00001204,0.00000066,0.01000374
14.05.2020,0,6.87804331,6.87804331,0,0,6.20516525,0,0.00000277,0.00842071,0.00014878,0.00000145,0.00000931,0.01254094,0.02665927,0.0313747,0.00000644,0.00001883,0.02247048,0,0,0.00000009,0.00001151,0.00000245,0.00004645,-0.00165181,0.00000183,0.00168348,0.00000108,0.01952779,0.02217206,0.00000051,0,0.0000008,0.00000127,0.00708669,0,0.00737137,0.00000002,0.01285633,0.00000271,0.00000168,0,0.0245114,0.02009465,0.04919511,0.00000205,0.04630332,0.01093261,0.01047605,0.04008812,0.02597319,0,0.00001296,0,0.00000144,0.02464358,0.00002786,0.03146895,0.00389498,0.01122339,0.01161083,0,0.00787179,0,0.00000295,0.02473951,0.00012641,0.00000103,0.0152852,0,0.00000013,0.02685574,0.01789259,0.00546722,0.00000098,0.00882762,0,0.02521803,0,0,0,0.00000281,0.00000918,0.0156608,0,0.00000221,0.00000061,0.00002116,0.00989269,0.0101871,0,0,0.000001,0.00000037,0.01245851,0.00253625,0,0.00001175,0.00000064,0.0085733
17.05.2020,0,6.8957178,6.8957178,0,0,6.15284464,0,0.00000286,0.00839598,0.00015031,0.00000148,0.00001015,0.01280122,0.02933257,0.03188926,0.00000664,0.0000189,0.02405969,0,0,0.0000001,0.00001622,0.00000243,0.0000461,-0.00164166,0.00000182,0.00178487,0.00000108,0.02159514,0.0217197,0.00000047,0,0.00000088,0.00000128,0.0078414,0,0.00749507,0.00000003,0.0140007,0.00000265,0.0000017,0,0.02470776,0.02155418,0.05052181,0.0000021,0.0472162,0.00516059,0.01079888,0.03973905,0.02509621,0,0.00001265,0,0.00000147,0.0245303,0.00002783,0.03357296,0.00379676,0.0243175,0.01187868,0,0.00807885,0,0.00000302,0.02586666,0.00011082,0.0000012,0.01554306,0,0.00000013,0.02734764,0.01789259,0.02558209,0.00000098,0.00872611,0.02027134,0.02531624,0,0,0,0.00000266,0.00000928,0.03582364,-0.01003582,0.00001137,0.00000071,0.00002199,0.00978733,0.01031674,0,-0.00488835,0.000001,0.00000036,0.01262749,0.00253305,0,0.00001172,0.00000069,0.0094346
15.05.2020,0,6.89548306,6.89548306,0,0,6.2109144,0,0.00000289,0.0083334,0.00015093,0.00000155,0.00000942,0.01264848,0.02734315,0.0322563,0.00000672,0.00001913,0.02296334,0,0,0.00000009,0.00001167,0.00000248,0.00004707,-0.00170182,0.00000187,0.00179003,0.0000011,0.02102026,0.02181198,0.00000055,0,0.00000084,0.0000013,0.0071214,0,0.00750837,0.00000002,0.01292868,0.000003,0.00000174,0,0.02538567,0.02182708,0.04945154,0.00000216,0.04765811,0.00545,0.01055383,0.04202966,0.02582451,0,0.00001311,0,0.00000149,0.02496493,0.00002833,0.03185399,0.00393958,0.0108025,0.01181968,0,0.00799874,0,0.00000301,0.02626404,0.00011791,0.00000107,0.01565332,0,0.00000013,0.02756372,0.01815767,0.00567783,0.00000101,0.0094045,0,0.0255541,0,0,0,0.00000274,0.00000959,0.01575963,0,0.00001087,0.00000074,0.00002154,0.01008276,0.0107148,0,0,0.00000104,0.00000037,0.01298342,0.00263508,0,0.00001201,0.00000065,0.01004426
18.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.11.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.12.2019,0,7.01735,7.01735,0,0,7.01735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
